account_id,made_last_payment_on_time,latest_communication_channel,minimum_payment,previous_payment_amount,product,last_reminder_sent_days,debt_to_income_ratio,opened_last_communication,used_chat_feature,count_comms_sent_last_30d,homeowner,ever_missed_payment,age_of_debt_yrs,total_balance,latest_communication_dow
277,0,Email,16.0,1.5,Credit Card,11,4.5,1,1,0,0,1,2.0,31.88,Monday
278,1,Email,33.0,10.5,Credit Card,6,0.125,1,1,1,0,0,1.6,2073.0,Tuesday
279,1,Email,48.0,13.0,Credit Card,1,0.415,1,1,0,0,0,1.2,94.67,Monday
280,0,Email,34.0,10.0,Credit Card,13,1.25,0,0,0,1,1,2.32,201.0,Wednesday
281,0,Email,18.0,3.5,Deferred Repayment,8,3.085,0,0,0,0,1,1.0,35.96,Friday
282,0,Email,44.0,3.25,Credit Card,1,0.75,1,1,0,0,1,4.0,86.82,Monday
283,0,Email,39.0,3.5,Credit Card,8,0.0,0,0,7,1,1,3.0,76.36,Monday
284,0,Email,32.0,0.34,Deferred Repayment,9,8.29,0,1,0,1,0,3.2,61.96,Monday
285,1,Email,25.0,9.0,Credit Card,1,0.085,1,1,3,1,0,3.95,49.21,Monday
286,1,Email,65.0,1.67,Credit Card,3,0.125,1,1,1,1,1,0.22,128.35,Friday
288,0,Email,31.0,1.5,Credit Card,11,1.5,0,0,0,0,1,0.96,61.31,Thursday
289,0,SMS,37.0,3.5,Credit Card,8,2.29,0,0,0,0,1,1.6,72.1,Thursday
290,0,Email,32.0,1.67,Credit Card,8,9.0,1,0,0,1,1,4.2,63.43,Wednesday
291,0,SMS,32.0,9.58,Credit Card,10,5.0,0,0,0,1,1,2.0,62.63,Thursday
292,1,Email,25.0,14.0,Credit Card,4,0.25,1,0,1,0,1,1.84,601.0,Monday
293,1,Email,22.0,20.25,Deferred Repayment,8,0.165,1,1,11,1,1,8.4,60.0,Monday
294,1,Email,34.0,6.0,Credit Card,1,3.0,1,1,10,1,1,0.08,67.2,Tuesday
295,0,Email,52.0,24.66,Deferred Repayment,4,2.0,0,1,0,0,1,1.8,101.69,Thursday
296,0,SMS,32.0,2.0,Credit Card,9,4.0,0,0,0,1,0,2.0,106.0,Thursday
297,0,Email,38.0,15.08,Credit Card,11,1.085,0,1,0,0,1,2.25,501.0,Monday
298,1,Email,39.0,19.0,Credit Card,1,1.25,1,0,0,1,1,4.8,76.85,Monday
299,0,Email,18.0,5.0,Credit Card,9,5.0,0,1,0,1,1,1.6,588.0,Friday
300,1,Email,39.0,13.0,Credit Card,1,1.5,1,0,0,1,1,0.08,76.52,Monday
301,0,Email,20.0,0.67,Credit Card,10,2.085,0,1,0,1,1,1.36,39.24,Monday
302,0,Email,33.0,5.5,Credit Card,13,1.0,0,1,0,1,1,2.92,64.26,Tuesday
303,0,Email,19.0,1.25,Credit Card,3,0.335,0,0,0,0,1,1.2,36.45,Monday
304,0,SMS,16.0,0.25,Credit Card,4,2.79,0,0,0,1,1,0.08,161.0,Monday
305,1,Email,39.0,21.0,Credit Card,3,0.375,1,1,1,1,1,3.99,77.17,Tuesday
306,0,SMS,20.0,1.0,Credit Card,8,0.5,0,0,2,0,1,2.2,38.42,Monday
307,1,Email,21.0,0.33,Credit Card,3,0.415,1,1,2,1,1,0.08,41.85,Monday
308,0,SMS,23.0,4.0,Credit Card,7,0.125,0,1,0,1,1,2.0,395.0,Monday
309,0,Email,26.0,6.0,Credit Card,4,2.0,0,0,0,1,1,4.16,50.36,Tuesday
310,0,Email,21.0,3.67,Deferred Repayment,13,5.0,0,0,0,0,1,2.6,41.36,Tuesday
311,0,SMS,49.0,11.42,Credit Card,8,5.085,1,0,0,1,1,1.0,96.14,Friday
312,0,Email,21.0,3.5,Credit Card,11,3.5,1,0,0,0,0,1.6,40.55,Monday
313,1,SMS,20.0,23.5,Credit Card,3,0.085,1,1,8,0,1,0.8,100.0,Tuesday
314,1,Email,22.0,24.0,Credit Card,8,0.46,1,0,17,1,1,0.08,42.83,Tuesday
315,0,Email,27.0,3.5,Credit Card,11,8.5,0,0,2,0,1,1.0,52.64,Thursday
316,0,SMS,39.0,1.17,Credit Card,7,0.0,1,1,0,1,1,9.8,75.69,Monday
317,1,SMS,50.0,33.0,Credit Card,9,0.875,1,0,2,1,1,1.56,98.26,Monday
318,0,SMS,16.0,1.5,Credit Card,10,3.0,0,0,0,0,1,1.2,19.0,Monday
319,1,SMS,24.0,8.0,Credit Card,6,0.25,1,0,0,0,0,0.73,445.0,Wednesday
320,1,Email,21.0,12.08,Deferred Repayment,3,0.665,1,1,11,1,1,0.8,301.0,Monday
321,1,Email,22.0,2.5,Credit Card,14,1.21,1,1,15,0,1,1.0,43.32,Monday
322,1,Email,55.0,1.08,Credit Card,1,0.0,1,0,1,1,1,0.3,301.0,Thursday
323,1,Email,18.0,2.0,Credit Card,6,0.25,1,1,3,0,0,0.8,35.47,Monday
324,1,Email,37.0,1.17,Deferred Repayment,6,0.75,1,1,2,1,0,3.2,71.95,Monday
325,1,Email,38.0,22.0,Credit Card,4,0.125,1,1,0,0,0,5.2,197.0,Monday
326,0,Email,22.0,6.0,Credit Card,8,2.585,0,1,0,1,1,3.56,42.83,Monday
327,0,SMS,52.0,10.0,Credit Card,8,0.25,0,1,0,1,1,0.73,101.87,Wednesday
328,0,Email,22.0,3.25,Credit Card,11,1.165,0,0,0,0,1,1.6,43.5,Monday
329,0,Email,52.0,1.75,Credit Card,8,0.75,0,0,0,1,1,0.08,351.0,Monday
330,1,SMS,61.0,15.08,Credit Card,6,0.0,1,0,1,0,0,0.08,100.0,Monday
331,1,Email,20.0,18.83,Credit Card,4,0.165,1,1,2,0,0,1.2,39.57,Monday
332,1,Email,23.0,5.33,Credit Card,8,0.5,1,1,1,1,0,1.6,45.62,Wednesday
333,0,Email,36.0,14.16,Deferred Repayment,8,0.375,0,1,0,1,1,3.09,70.97,Monday
334,0,SMS,42.0,0.75,Deferred Repayment,6,5.0,0,0,0,1,1,1.5,82.89,Monday
335,0,Email,24.0,4.0,Credit Card,14,0.04,0,0,0,1,1,2.2,46.26,Tuesday
336,1,SMS,36.0,2.0,Credit Card,6,0.04,1,1,12,0,1,0.08,457.0,Monday
337,0,Email,40.0,6.0,Credit Card,8,1.0,0,1,0,0,1,0.17,77.66,Thursday
338,1,SMS,19.0,29.58,Deferred Repayment,6,0.165,1,1,14,0,1,2.4,36.94,Tuesday
339,0,Email,27.0,0.42,Credit Card,8,1.46,1,0,0,1,1,2.0,53.46,Monday
340,0,Email,32.0,1.5,Credit Card,8,1.5,0,1,0,1,1,1.2,63.61,Monday
341,0,Email,19.0,4.08,Deferred Repayment,9,2.0,1,1,0,1,1,1.0,21.0,Monday
342,1,SMS,23.0,0.58,Credit Card,3,10.0,1,0,0,1,1,0.08,561.0,Monday
343,1,Email,40.0,10.17,Credit Card,1,0.5,1,0,2,0,1,2.0,301.0,Monday
344,1,Email,23.0,16.0,Credit Card,1,0.125,0,0,7,1,1,0.08,44.48,Friday
345,1,SMS,23.0,5.0,Deferred Repayment,5,0.29,1,1,11,1,0,0.8,401.0,Monday
346,1,SMS,30.0,26.0,Credit Card,9,0.0,1,1,14,1,0,0.99,501.0,Friday
347,1,SMS,40.0,42.0,Deferred Repayment,6,0.085,1,0,1,0,1,0.08,2301.0,Tuesday
348,1,SMS,37.0,14.0,Credit Card,2,0.165,1,1,0,1,0,0.08,4001.0,Monday
349,0,Email,31.0,7.0,Credit Card,14,9.46,0,0,0,0,1,3.0,60.82,Monday
350,1,SMS,25.0,1.0,Credit Card,1,0.25,1,1,9,0,0,3.6,49.38,Tuesday
351,0,Email,27.0,10.5,Credit Card,8,1.21,0,1,0,1,0,7.2,53.8,Wednesday
352,1,Email,32.0,20.0,Credit Card,3,0.25,1,0,12,1,1,2.9,2280.0,Monday
353,0,Email,34.0,4.67,Credit Card,6,2.25,1,1,0,1,1,4.43,66.86,Monday
354,0,Email,22.0,5.0,Credit Card,9,4.25,0,0,0,0,1,1.8,43.32,Monday
355,0,Email,31.0,0.58,Credit Card,3,6.0,0,0,0,1,1,1.6,42.0,Monday
356,0,Email,32.0,2.17,Credit Card,14,0.665,1,1,0,1,1,3.2,61.94,Wednesday
357,0,Email,16.0,22.0,Credit Card,8,0.5,0,1,0,0,1,0.08,31.39,Monday
358,1,Email,27.0,1.5,Credit Card,2,6.5,1,0,0,0,1,3.99,828.0,Tuesday
359,0,Email,25.0,0.25,Credit Card,11,7.5,0,0,0,0,1,0.08,49.38,Monday
360,1,Email,68.0,24.67,Credit Card,4,0.125,1,0,2,1,1,0.08,132.93,Friday
361,1,SMS,19.0,9.25,Credit Card,2,5.75,1,0,6,1,1,0.4,601.0,Monday
362,0,SMS,27.0,17.33,Credit Card,9,5.0,0,1,0,1,1,2.72,109.0,Tuesday
363,0,SMS,20.0,10.0,Deferred Repayment,8,2.0,0,0,0,0,0,20.0,38.42,Monday
364,0,Email,31.0,0.41,Credit Card,9,15.0,0,1,0,1,1,0.08,60.33,Monday
365,0,SMS,50.0,1.75,Credit Card,10,1.5,0,1,7,1,1,2.4,118.0,Monday
366,0,Email,31.0,13.0,Deferred Repayment,14,1.25,0,1,1,0,1,1.6,60.98,Monday
367,1,Email,52.0,2.0,Credit Card,4,0.085,1,1,14,0,0,0.08,101.2,Monday
368,0,SMS,37.0,9.0,Credit Card,2,2.125,0,0,2,0,1,2.0,71.77,Thursday
369,1,Email,34.0,2.75,Credit Card,8,1.835,1,0,9,0,1,2.04,65.88,Monday
370,1,SMS,21.0,8.5,Credit Card,2,0.125,1,1,1,0,0,1.0,40.87,Monday
371,0,Email,36.0,3.0,Credit Card,8,0.835,0,1,0,0,1,3.2,3553.0,Monday
372,0,Email,51.0,2.5,Credit Card,1,1.0,0,0,0,0,1,1.45,99.57,Thursday
373,0,SMS,24.0,6.0,Credit Card,8,0.96,0,0,0,1,1,2.0,46.26,Monday
374,1,Email,35.0,6.17,Credit Card,6,1.96,0,0,12,1,1,7.11,69.0,Tuesday
375,1,SMS,58.0,14.16,Credit Card,11,0.165,1,1,1,0,1,0.08,6701.0,Wednesday
376,1,Email,28.0,10.08,Credit Card,7,0.125,1,0,2,1,0,3.96,55.43,Monday
377,0,Email,32.0,3.5,Credit Card,11,1.585,0,0,0,0,1,3.8,2011.0,Monday
378,0,SMS,32.0,1.0,Deferred Repayment,6,1.5,0,0,0,0,1,1.6,62.29,Friday
379,1,Email,19.0,8.92,Credit Card,4,0.5,1,0,6,0,1,0.8,2955.0,Tuesday
380,1,Email,39.0,27.33,Credit Card,4,0.25,1,0,2,1,1,1.08,1098.0,Monday
381,0,Email,17.0,1.33,Credit Card,13,5.085,0,0,0,1,1,1.4,33.51,Monday
382,0,Email,45.0,20.42,Deferred Repayment,7,2.75,0,1,9,0,1,1.6,87.96,Monday
384,1,SMS,41.0,3.5,Credit Card,13,5.0,1,0,9,1,1,1.45,80.78,Monday
385,1,Email,29.0,19.0,Credit Card,3,0.5,1,0,11,0,1,0.08,2284.0,Tuesday
386,0,SMS,26.0,5.5,Credit Card,9,0.0,0,0,0,1,0,2.76,51.35,Friday
387,1,Email,39.0,5.0,Credit Card,8,0.0,1,0,0,0,1,3.83,1345.0,Monday
388,1,Email,25.0,6.5,Credit Card,5,0.375,1,0,0,0,1,0.08,49.38,Monday
389,1,SMS,28.0,12.0,Credit Card,6,0.25,1,0,5,0,1,0.8,55.27,Monday
390,1,Email,73.0,8.0,Credit Card,2,2.125,1,1,6,1,1,0.08,144.05,Thursday
391,0,Email,22.0,2.5,Deferred Repayment,10,1.0,0,1,0,1,1,0.08,4001.0,Monday
392,0,SMS,27.0,4.5,Credit Card,8,1.46,0,0,0,0,0,0.92,301.0,Thursday
393,1,SMS,19.0,22.0,Credit Card,4,0.04,1,0,2,0,1,0.96,37.61,Tuesday
395,0,Email,32.0,3.0,Deferred Repayment,8,1.335,0,0,0,1,1,4.6,61.94,Monday
396,0,SMS,22.0,4.5,Credit Card,8,3.5,1,0,0,0,1,0.8,991.0,Monday
397,0,SMS,23.0,21.5,Credit Card,2,8.5,0,0,0,1,1,1.2,810.0,Monday
398,0,Email,23.0,0.75,Credit Card,11,3.165,0,1,0,0,1,0.08,5553.0,Monday
399,0,SMS,30.0,0.41,Deferred Repayment,11,1.0,0,0,0,0,1,2.8,57.88,Monday
400,0,SMS,32.0,3.08,Credit Card,11,3.75,0,0,0,0,1,2.72,62.78,Monday
401,1,Email,27.0,23.0,Deferred Repayment,9,4.5,1,0,2,1,0,2.6,1066.0,Monday
402,0,Email,19.0,1.08,Credit Card,8,0.795,0,0,0,1,1,2.0,37.93,Wednesday
403,0,Email,36.0,0.84,Credit Card,14,5.0,0,1,0,0,1,2.2,70.14,Monday
405,1,SMS,29.0,27.33,Credit Card,3,0.25,1,0,6,1,1,3.71,56.41,Monday
406,1,Email,34.0,18.34,Credit Card,3,0.0,1,1,7,0,0,2.74,611.0,Wednesday
407,0,SMS,33.0,5.0,Deferred Repayment,14,7.585,0,0,0,0,1,1.8,65.24,Monday
408,1,Email,54.0,15.25,Credit Card,4,0.29,1,1,5,0,1,0.08,105.79,Monday
409,0,Email,25.0,1.5,Credit Card,3,4.0,0,0,0,0,0,2.0,49.54,Monday
410,0,Email,32.0,19.0,Deferred Repayment,9,2.25,0,0,1,0,1,1.2,63.61,Thursday
411,0,SMS,21.0,1.83,Deferred Repayment,14,0.0,0,1,2,0,1,0.08,41.36,Thursday
412,1,SMS,56.0,26.0,Credit Card,11,0.125,1,0,16,0,0,0.08,248.0,Thursday
413,1,Email,32.0,1.5,Deferred Repayment,6,0.165,1,0,5,1,1,4.32,8001.0,Tuesday
414,1,SMS,20.0,2.67,Credit Card,4,0.25,1,1,0,0,1,3.4,40.22,Tuesday
415,0,SMS,30.0,20.42,Credit Card,13,1.75,0,1,0,1,0,1.0,59.35,Monday
416,0,SMS,25.0,0.33,Credit Card,9,1.29,1,0,0,0,1,4.0,48.23,Tuesday
417,1,Email,23.0,16.0,Credit Card,8,0.5,1,1,7,0,1,1.0,45.46,Tuesday
418,0,SMS,32.0,3.58,Credit Card,11,0.875,0,0,0,0,1,1.84,5201.0,Thursday
419,1,SMS,32.0,8.0,Credit Card,1,0.0,1,0,1,0,1,4.4,11178.0,Monday
420,1,Email,24.0,1.17,Credit Card,4,0.04,1,0,13,0,1,2.0,328.0,Tuesday
421,1,Email,37.0,5.08,Deferred Repayment,6,0.665,0,1,2,1,1,2.32,114.0,Monday
422,0,Email,30.0,1.83,Deferred Repayment,14,0.0,0,0,0,0,1,2.24,58.53,Monday
423,1,SMS,24.0,12.42,Credit Card,8,0.0,1,0,6,0,1,0.08,679.0,Tuesday
424,0,Email,21.0,6.0,Deferred Repayment,8,1.0,0,0,0,0,1,2.8,205.0,Tuesday
425,0,Email,31.0,2.67,Credit Card,1,2.0,1,0,0,0,1,1.2,61.65,Monday
426,1,Email,23.0,30.0,Credit Card,3,0.0,1,1,0,0,1,2.6,801.0,Monday
427,0,Email,38.0,14.0,Deferred Repayment,9,0.0,1,1,0,1,1,1.64,401.0,Wednesday
428,0,SMS,25.0,0.5,Credit Card,13,3.085,0,1,8,1,1,3.6,48.72,Monday
429,0,Email,36.0,8.5,Credit Card,11,1.21,1,0,0,1,1,2.0,71.28,Monday
430,1,SMS,47.0,30.0,Credit Card,6,0.04,1,1,12,0,1,3.33,893.0,Tuesday
431,0,Email,32.0,27.33,Deferred Repayment,13,2.25,0,1,0,1,1,1.2,62.94,Monday
432,0,SMS,31.0,1.67,Credit Card,14,7.875,0,1,0,1,1,1.29,60.0,Tuesday
433,1,Email,28.0,21.5,Credit Card,1,0.04,1,1,3,1,1,1.0,54.6,Monday
434,0,Email,55.0,5.0,Credit Card,4,1.5,1,0,0,0,1,1.52,131.0,Friday
435,1,Email,16.0,0.5,Credit Card,6,0.29,1,0,1,1,0,3.52,691.0,Monday
436,0,Email,25.0,19.0,Credit Card,11,0.04,1,1,0,1,1,2.6,48.23,Monday
437,1,Email,33.0,28.0,Credit Card,8,0.0,1,0,1,1,0,4.08,1001.0,Tuesday
438,1,Email,30.0,2.17,Credit Card,7,0.125,1,0,1,0,0,0.32,541.0,Monday
439,0,Email,22.0,0.5,Credit Card,7,2.335,0,1,0,1,1,2.8,56.0,Monday
440,1,Email,42.0,10.0,Credit Card,2,0.085,1,1,4,0,0,5.1,601.0,Monday
441,0,Email,37.0,2.5,Credit Card,13,1.0,0,1,0,1,1,2.21,71.95,Monday
442,0,Email,26.0,6.5,Credit Card,9,28.5,0,0,0,0,1,0.08,50.68,Monday
443,1,Email,30.0,22.5,Credit Card,6,0.29,1,0,60,0,0,2.6,201.0,Tuesday
444,0,Email,20.0,6.0,Credit Card,8,16.0,0,1,0,0,1,2.0,39.4,Monday
445,1,Email,20.0,8.17,Credit Card,10,0.04,1,0,1,1,1,0.8,38.59,Monday
446,1,Email,51.0,8.83,Credit Card,5,0.625,1,0,0,0,1,0.08,3001.0,Tuesday
447,0,Email,63.0,27.33,Credit Card,13,1.0,0,1,0,0,1,0.08,123.12,Friday
448,0,Email,41.0,2.5,Credit Card,14,0.96,0,0,5,1,1,4.0,79.62,Monday
449,0,SMS,16.0,6.0,Credit Card,11,1.25,0,1,0,0,1,2.0,32.04,Monday
450,0,Email,30.0,1.25,Credit Card,11,1.75,0,0,0,0,1,3.4,2804.0,Monday
451,0,Email,34.0,4.08,Credit Card,2,0.0,1,0,0,1,1,2.4,66.71,Monday
453,1,Email,42.0,1.33,Credit Card,6,0.75,1,1,2,0,0,4.0,82.4,Tuesday
454,0,SMS,22.0,6.58,Deferred Repayment,1,2.5,1,1,0,1,1,2.68,44.14,Monday
455,0,Email,24.0,1.58,Credit Card,4,4.0,0,1,0,0,1,3.2,1301.0,Friday
456,1,Email,44.0,18.0,Credit Card,3,0.29,1,0,11,1,1,3.2,86.98,Tuesday
457,1,SMS,23.0,3.0,Credit Card,4,0.29,1,0,16,1,1,3.0,552.0,Tuesday
458,0,Email,34.0,0.41,Credit Card,8,0.46,0,0,0,1,1,4.4,4501.0,Wednesday
459,1,Email,23.0,8.0,Credit Card,5,1.25,1,1,11,0,1,0.56,743.0,Monday
460,0,Email,26.0,1.58,Credit Card,8,1.04,0,0,0,1,1,1.74,50.85,Monday
461,1,SMS,18.0,25.08,Credit Card,7,0.125,1,0,7,1,1,0.08,34.49,Monday
462,0,Email,20.0,11.33,Credit Card,14,2.71,0,1,0,0,1,1.08,40.06,Monday
463,1,Email,32.0,30.0,Credit Card,1,0.165,1,0,11,0,1,2.5,731.0,Monday
464,0,SMS,58.0,1.08,Credit Card,10,2.0,0,0,0,0,1,0.08,112.97,Thursday
465,1,Email,60.0,18.0,Credit Card,13,0.04,1,1,11,1,1,2.6,117.07,Monday
466,1,SMS,65.0,10.0,Credit Card,8,0.0,1,0,14,1,0,0.08,1401.0,Thursday
467,0,Email,30.0,0.17,Deferred Repayment,9,0.79,1,1,0,1,1,1.32,59.02,Wednesday
468,1,Email,49.0,18.34,Credit Card,8,0.54,1,1,2,1,1,3.5,95.31,Tuesday
469,0,SMS,24.0,28.0,Deferred Repayment,11,0.75,0,1,0,1,1,0.2,46.26,Tuesday
470,1,Email,20.0,29.58,Credit Card,2,0.0,1,1,2,1,1,0.4,29.0,Monday
471,1,Email,48.0,8.5,Credit Card,2,0.04,1,1,4,0,1,0.08,791.0,Tuesday
472,1,Email,23.0,6.0,Credit Card,3,0.29,1,0,2,1,0,0.08,583.0,Monday
473,0,Email,32.0,8.25,Deferred Repayment,2,3.0,0,1,0,0,1,1.6,63.27,Thursday
474,0,Email,34.0,3.0,Deferred Repayment,11,1.5,0,0,0,0,1,1.8,65.88,Monday
475,0,Email,24.0,7.08,Deferred Repayment,8,1.25,1,0,0,1,1,2.08,348.0,Monday
476,0,Email,17.0,3.0,Deferred Repayment,11,8.5,0,1,2,0,1,2.0,33.2,Monday
477,0,SMS,21.0,3.67,Credit Card,9,3.5,0,0,0,0,1,0.08,352.0,Monday
478,1,SMS,61.0,1.25,Credit Card,6,0.0,1,1,2,1,1,0.21,10562.0,Monday
479,0,Email,32.0,1.17,Deferred Repayment,9,5.5,1,1,0,0,1,0.08,61.94,Monday
480,1,SMS,25.0,15.25,Credit Card,1,0.165,1,1,5,0,1,4.0,459.0,Tuesday
481,0,Email,22.0,4.5,Credit Card,14,3.0,1,0,0,0,1,1.4,42.18,Monday
483,0,SMS,25.0,3.0,Deferred Repayment,7,1.665,0,0,0,1,1,2.0,49.54,Thursday
484,1,Email,43.0,5.75,Credit Card,11,0.04,1,0,0,0,1,0.08,84.03,Monday
485,1,Email,27.0,8.0,Deferred Repayment,4,1.5,1,0,1,1,1,1.6,5778.0,Monday
486,1,Email,58.0,36.25,Credit Card,3,0.0,1,0,14,1,1,3.6,1333.0,Monday
487,1,Email,56.0,0.58,Credit Card,6,0.0,1,1,8,0,0,0.08,8852.0,Thursday
488,1,Email,51.0,56.0,Credit Card,3,0.0,1,0,8,0,1,0.08,1250.0,Wednesday
489,0,Email,40.0,5.5,Credit Card,8,4.25,1,1,0,0,1,2.88,78.15,Monday
490,1,Email,28.0,19.0,Deferred Repayment,8,2.335,1,1,2,1,1,3.7,561.0,Monday
491,1,Email,30.0,13.33,Credit Card,8,0.0,1,0,0,0,0,3.3,1201.0,Monday
492,0,Email,52.0,2.17,Deferred Repayment,9,2.04,0,1,0,0,1,1.2,101.69,Thursday
493,0,SMS,25.0,19.17,Deferred Repayment,11,0.835,1,0,0,0,1,1.2,49.05,Monday
494,0,Email,30.0,13.0,Deferred Repayment,8,1.625,0,0,0,0,1,2.4,58.21,Monday
495,1,SMS,34.0,23.5,Credit Card,8,0.0,0,1,8,0,0,3.0,45.0,Monday
496,1,Email,26.0,3.5,Credit Card,6,0.085,1,0,0,0,1,3.49,50.52,Wednesday
497,1,SMS,29.0,22.0,Credit Card,6,0.085,1,0,0,1,0,3.0,1431.0,Monday
498,1,SMS,18.0,3.0,Credit Card,9,0.0,0,0,1,1,0,3.0,35.47,Thursday
499,1,Email,20.0,9.25,Credit Card,8,15.0,1,1,5,0,1,2.0,1392.0,Monday
500,1,Email,18.0,2.42,Credit Card,4,0.0,0,0,3,1,1,4.5,10000100.0,Friday
501,0,Email,18.0,22.0,Deferred Repayment,13,0.125,0,0,7,0,1,1.4,35.47,Monday
502,1,Email,48.0,1.5,Credit Card,8,0.0,1,1,1,1,1,4.1,2511.0,Wednesday
503,1,Email,57.0,20.0,Credit Card,4,0.21,1,1,5,0,1,0.08,112.66,Tuesday
504,1,Email,14.0,9.0,Deferred Repayment,1,0.125,1,1,0,1,1,1.2,1001.0,Monday
505,1,Email,19.0,14.0,Credit Card,7,0.085,1,0,7,1,0,0.6,401.0,Monday
506,0,SMS,22.0,6.0,Credit Card,10,0.375,0,0,0,0,1,3.2,43.01,Tuesday
507,0,Email,18.0,11.0,Credit Card,4,1.25,0,0,0,0,1,1.2,34.49,Tuesday
508,0,Email,35.0,1.08,Deferred Repayment,6,5.75,0,0,0,0,1,2.0,68.34,Monday
509,0,Email,29.0,25.5,Credit Card,8,0.25,1,0,2,1,1,3.29,57.23,Monday
510,0,Email,21.0,6.0,Deferred Repayment,8,7.96,0,1,0,1,1,1.32,42.03,Friday
511,0,Email,18.0,17.0,Credit Card,13,0.125,0,0,0,0,0,3.2,35.65,Tuesday
512,0,Email,28.0,0.33,Credit Card,8,1.085,0,1,0,1,1,3.0,68.0,Monday
513,1,SMS,46.0,19.25,Credit Card,1,0.125,1,0,1,1,1,0.08,89.92,Monday
514,0,Email,23.0,3.42,Credit Card,11,3.335,0,0,0,0,1,0.08,44.64,Monday
515,0,SMS,32.0,25.0,Credit Card,8,3.75,1,1,6,1,0,3.0,61.94,Monday
516,1,SMS,20.0,13.0,Credit Card,2,3.75,1,1,6,0,1,1.6,235.0,Monday
517,1,SMS,21.0,3.5,Credit Card,6,0.085,1,0,4,0,1,0.8,41.69,Wednesday
518,1,Email,27.0,18.0,Credit Card,12,0.165,1,1,0,1,1,1.2,52.33,Monday
519,0,SMS,27.0,4.67,Credit Card,8,0.5,0,1,0,0,1,3.4,53.62,Thursday
520,1,Email,42.0,15.67,Credit Card,8,0.375,1,0,0,1,0,5.0,10001.0,Monday
521,0,SMS,18.0,3.17,Credit Card,14,1.75,0,1,0,0,1,1.2,35.81,Monday
522,0,SMS,28.0,1.5,Credit Card,11,14.0,1,1,0,1,1,1.67,501.0,Monday
523,1,SMS,22.0,2.42,Credit Card,4,0.125,1,0,6,0,0,0.8,919.0,Monday
524,1,Email,22.0,11.33,Credit Card,8,0.0,1,0,2,0,1,1.21,42.83,Monday
525,0,Email,22.0,1.67,Credit Card,8,3.5,0,0,0,0,1,3.6,43.01,Monday
526,1,Email,33.0,40.0,Deferred Repayment,8,2.0,1,1,1,1,0,1.54,64.1,Tuesday
527,0,SMS,45.0,9.0,Credit Card,8,10.0,0,1,0,1,1,2.63,88.94,Monday
528,0,SMS,24.0,50.25,Deferred Repayment,13,4.165,0,0,0,0,1,1.2,88.0,Thursday
529,0,SMS,18.0,11.67,Credit Card,11,0.835,0,0,0,1,1,0.8,35.16,Monday
530,0,Email,33.0,10.17,Deferred Repayment,13,1.0,0,1,0,1,1,2.8,64.75,Monday
531,0,SMS,23.0,32.0,Credit Card,11,5.125,0,0,0,0,0,1.6,44.48,Monday
532,0,Email,35.0,3.0,Credit Card,9,12.75,0,0,0,0,1,0.28,68.02,Monday
533,1,Email,30.0,16.0,Credit Card,8,3.0,1,1,0,0,1,2.4,101.0,Tuesday
534,0,Email,32.0,0.33,Credit Card,11,8.665,1,1,0,1,1,5.23,62.45,Monday
535,1,SMS,21.0,8.83,Credit Card,3,0.375,1,1,1,0,0,2.2,2504.0,Monday
536,0,Email,34.0,3.0,Credit Card,11,2.625,0,1,0,0,1,1.8,66.22,Wednesday
537,1,Email,22.0,9.0,Credit Card,9,0.125,0,0,1,1,1,1.28,43.32,Tuesday
538,1,SMS,35.0,28.0,Credit Card,1,1.5,1,0,4,0,1,0.08,6591.0,Tuesday
539,1,Email,32.0,5.0,Credit Card,11,0.5,1,1,4,0,0,3.11,301.0,Tuesday
540,0,SMS,23.0,42.0,Credit Card,9,2.0,0,0,0,0,0,1.44,44.48,Monday
541,0,Email,27.0,4.83,Credit Card,8,12.75,0,0,0,1,1,1.78,52.33,Wednesday
542,1,Email,44.0,39.0,Credit Card,1,0.71,1,1,0,1,1,0.08,86.33,Monday
543,0,Email,30.0,2.5,Deferred Repayment,8,1.0,0,1,0,0,1,1.7,180.0,Monday
544,0,Email,38.0,1.5,Credit Card,13,2.0,1,0,0,1,1,3.0,74.07,Tuesday
545,0,Email,17.0,1.08,Deferred Repayment,2,0.04,0,0,0,0,1,1.4,723.0,Monday
546,0,Email,49.0,43.0,Credit Card,8,0.0,0,0,0,0,1,2.0,96.47,Thursday
547,0,Email,23.0,0.17,Credit Card,8,7.0,0,1,0,0,1,0.08,44.97,Monday
548,0,SMS,35.0,13.0,Deferred Repayment,11,1.5,0,1,0,1,1,1.6,68.34,Tuesday
549,0,Email,44.0,2.0,Deferred Repayment,13,1.0,1,0,0,0,1,0.08,86.82,Monday
550,1,Email,60.0,8.0,Credit Card,2,0.0,1,1,1,1,1,0.6,116.74,Monday
551,1,Email,26.0,30.0,Credit Card,11,0.5,1,0,6,0,1,2.6,15109.0,Monday
552,0,SMS,42.0,6.33,Credit Card,1,1.0,0,1,0,0,1,2.4,238.0,Monday
553,0,Email,50.0,0.33,Credit Card,6,3.5,1,0,0,0,0,0.94,97.28,Thursday
554,0,SMS,34.0,0.33,Deferred Repayment,8,3.5,1,1,0,0,1,3.2,66.55,Thursday
555,0,Email,19.0,0.41,Deferred Repayment,9,3.17,0,0,0,1,1,3.6,1001.0,Monday
